en,cn,examples,,,,,,,,,,,,,,,,,,,
deep-lying centre-forward,拖后中锋,,,,,,,,,,,,,,,,,,,,
defence,防御,（译注：原意是防御，根据上下文，有时可译为防线。）,solid defence,坚固的（坚强的）防线,poor defence,薄弱的防线,shaky defence,不稳的防线,to organize the defence,组织防御,to strengthen the defence,加强防御,,,,,,,,,
4-2-4 defence,4-2-4 防守，4-2-4 阵式,,,,,,,,,,,,,,,,,,,,
defender,后卫，防守队员,to beat a defender,晃过防守队员,to elude two opponents / defenders,晃过两名防守队员,,,,,,,,,,,,,,,,
defending champions,卫冕冠军队，上届冠军队,,,,,,,,,,,,,,,,,,,,
defending third,后场,in the defending third,在后场,,,,,,,,,,,,,,,,,,
defense,AmE（美国英语）= defence,,,,,,,,,,,,,,,,,,,,
defensive football,防守型足球,,,,,,,,,,,,,,,,,,,,
defensively oriented,以防御为主，防守型的,defensively-iriented player / team,防守型的队员 / 队,,,,,,,,,,,,,,,,,,
defensive third,后场,They carried the ball from their defensive third into the midfield.,他们把球从后场带到中场。,,,,,,,,,,,,,,,,,,
deficit,比分落后,（译注：原意是不敷，亏空，赤字，欠缺，用于足球比赛可译为比分落后。）,,,,,,,,,,,,,,,,,,,
deflect,托球,to deflect the ball over the crossbar,用手掌将球托起，使之越过球门横木,The volley was deflected by the goalkepper.,守门员用手掌将凌空球托起使之越过球门横梁。,,,,,,,,,,,,,,,,
delay of the game,拖延时间，拖延比赛,,,,,,,,,,,,,,,,,,,,
demolish,大败,（译注：原意是破坏，毁坏，摧毁，拆除。在足球比赛中，可引申其意义，译成大败。）,Nigeria demolished Canada 4:0.,尼日利亚队 4:0 大败加拿大队。,,,,,,,,,,,,,,,,,
direct free kick,直接任意球,to take a direct free-kick,主罚直接任意球,,,,,,,,,,,,,,,,,,
direct frontal attack,正面进攻,to launch a direct frontal attack.,发动正面进攻,,,,,,,,,,,,,,,,,,
dirty play,搞很多小动作的比赛,（译注：dirty 原意是不干净的，卑鄙的，不正当的，不公正的，用于足球比赛可译为搞很多小动作的。）,,,,,,,,,,,,,,,,,,,
disallowed,无效（原意是不允许）,No.3 was ruled offside and the goal was disallowed., 3 号队员被判越位，进球无效。,,,,,,,,,,,,,,,,,,
dismiss,命令退场，判罚出场,A West German striker and a Dutch defender were dismissed after a scuffle following earlier bookings.,一名西德队的前锋和一名荷兰队的后卫因为受警告处分后又扭打在一起而被判罚出场。,,,,,,,,,,,,,,,,,,
disorganize the defence,破坏对方防守，瓦解对方防守,（译注：disorganize 意义较灵活，英汉字典译成破坏，打乱或瓦解。可根据上下文内容确定其具体含义。）,,,,,,,,,,,,,,,,,,,
dive,鱼跃救球，鱼跃救球动作,1. 作动词：,鱼跃救球,to dive for a high / low ball,鱼跃救高球 / 低球,2. 作名词：,鱼跃救球动作,head-on dive,正面鱼跃,side dive,侧面鱼跃,to make a dive for the save,做一个鱼跃救球动作,,,,,,,,
diving header,鱼跃顶球,The centre forward uses a dive header (diving header) to meet a cross and head it into the corner of the goal.,中锋鱼跃顶球将传中的球顶入对方球门的另一角。,,,,,,,,,,,,,,,,,,
diving save,鱼跃救球，鱼跃救球动作,Yashin demonstrates his skill as he makes a spectacular diving save.,雅辛鱼跃救球，动作精彩漂亮，表现出他高超的技术。,,,,,,,,,,,,,,,,,,
division,（比赛）级，组,first division,甲级,,,,,,,,,,,,,,,,,,
dodge,晃过，躲避,King Pele shows his incredible balance as he dodges a defender.,球王贝利晃过防守队员堵截时，表现出难以置信的平衡能力。,,,,,,,,,,,,,,,,,,
dope test,兴奋剂检查,,,,,,,,,,,,,,,,,,,,
doping control,兴奋剂检查,,,,,,,,,,,,,,,,,,,,
double centre-forward,双中锋,,,,,,,,,,,,,,,,,,,,
downfield,向前场,to race downfield,向前场迅速奔跑,,,,,,,,,,,,,,,,,,
drawn game,平局，比赛不分胜负，握手言和,,,,,,,,,,,,,,,,,,,,
dribble,带球，盘带，盘球,to dribble past an opponent,带球过人,,,,,,,,,,,,,,,,,,
dribbler,带球队员,a strong dribbler,强有力的带球队员,He is a superb dirbbler.,他带球（盘球）技术高超。,,,,,,,,,,,,,,,,
dribble one's say forward,盘球前进,,,,,,,,,,,,,,,,,,,,
dribbling feint,带球假动作,,,,,,,,,,,,,,,,,,,,
drive,劲射,,,,,,,,,,,,,,,,,,,,
dropkick,反弹球，落地球,to make a dropkick,踢反弹球,,,,,,,,,,,,,,,,,,
drug test,兴奋剂检查,,,,,,,,,,,,,,,,,,,,
eighth-finals,1/8 决赛,,,,,,,,,,,,,,,,,,,,
elbow,用肘撞击,Tassotti elbowed Enrique and Enrique's nose was badly hurt.,塔索蒂用肘撞击恩里克。恩里克的鼻子伤势严重。,,,,,,,,,,,,,,,,,,
elbowing,用肘撞人,,,,,,,,,,,,,,,,,,,,
eblow pads,护肘,,,,,,,,,,,,,,,,,,,,
eleven,队（11 名队员）,,,,,,,,,,,,,,,,,,,,
eliminate,淘汰,In the first round most of the amateur teams were eliminated.,在第一轮比赛中大多数业余队被淘汰。,,,,,,,,,,,,,,,,,,
elimination,淘汰,"The biggest surprise of fnals of the tournament was the elimination of the U-16 defending champions, the USSR.",本届决赛爆出最大的冷门是16岁以下足球锦标赛上届冠军队——苏联队被淘汰。,,,,,,,,,,,,,,,,,,
elude,晃过,to elude a defender,晃过防守队员,,,,,,,,,,,,,,,,,,
encounter,比赛，交锋,（译注：原意是遭遇，遭遇战，冲突，在足球比赛中可译为比赛，交锋。）,This was a close encounter.,这是一场势均力敌的比赛。,,,,,,,,,,,,,,,,,
encroach,进入，侵入,（踢任意球时对方队员进入10码（9.15米）区）,,,,,,,,,,,,,,,,,,,
end line,底线，端线,,,,,,,,,,,,,,,,,,,,
enter,报名参加,Our team shall enter for the football tournament.,我们的队将参加这次足球比赛,,,,,,,,,,,,,,,,,,
entry,报名,,,,,,,,,,,,,,,,,,,,
entry fee,报名费,,,,,,,,,,,,,,,,,,,,
entry form,报名表,,,,,,,,,,,,,,,,,,,,
equalise,扳平，扳平比分,AmE（美国英语）,,,,,,,,,,,,,,,,,,,
equalize,扳平，扳平比分,to equalize the score,扳平比分,,,,,,,,,,,,,,,,,,
equalizer,扳平的一球,to get an equalizer,扳平比分,They scored the necessary equalizer only shortly before the final whistle.,临近终场他们才扳回必要的一球。,,,,,,,,,,,,,,,,
excessive dribbling,盘带过多,,,,,,,,,,,,,,,,,,,,
excessive possession of the ball,（守门员）持球时间过长,,,,,,,,,,,,,,,,,,,,
exchange of pennants,交换队旗,,,,,,,,,,,,,,,,,,,,
extra time,加时赛,The match went to extra time.,比赛进入加时赛。,,,,,,,,,,,,,,,,,,
fair charge,合理冲撞,,,,,,,,,,,,,,,,,,,,
fair play,公平的比赛，合法比赛，正当打法,,,,,,,,,,,,,,,,,,,,
fair play trophy,风格奖,,,,,,,,,,,,,,,,,,,,
fall back,退回，撤回,One or both fullbacks should fall back to the goal-line.,一个或两个后卫应撤回到球门线（应向球门线后撤）。,,,,,,,,,,,,,,,,,,
fast break,快攻,to launch a fast break,发动快攻,,,,,,,,,,,,,,,,,,
fast counterattack,快速反击,to initiate a fast counterattack,发功快速反击,,,,,,,,,,,,,,,,,,
fast-swiching attack,快速转守为攻,,,,,,,,,,,,,,,,,,,,
favourite,夺标呼声很高的球队，夺标热门队,,,,,,,,,,,,,,,,,,,,
FIFA,国际足球联合会，国际足联,,,,,,,,,,,,,,,,,,,,
Federation Internationale de Football Association,国际足球联合会，国际足联,（注：原文是法文）,,,,,,,,,,,,,,,,,,,
feint,假动作,1. 作名词：,to use a feint,使用假动作,2. 作动词：,The inside forward feints to one side to commit the defender. Then he goes to the other side and accelerate past the defender.,内锋使用假动作身体倾向一侧，诱使防守队员也倾向这一侧，然后转向另一侧，加速越过防守队员。,,,,,,,,,,,,,,
ferocious tackle,拼抢，凶狠的抢截,,,,,,,,,,,,,,,,,,,,
field,足球场；场地；比赛场地,,,,,,,,,,,,,,,,,,,,
field of play,足球场；场地；比赛场地,at each end of the field of play,在球场两端,The player shall be sent off the field of play.,应罚令该队员出场。,,,,,,,,,,,,,,,,
fighting spirit,战斗精神；战斗意志,,,,,,,,,,,,,,,,,,,,
fill the gap,补位；填补空隙,,,,,,,,,,,,,,,,,,,,
final competition,决赛,,,,,,,,,,,,,,,,,,,,
finals,决赛,（译注：final 用于决赛通常使用复数，指决赛的许多场比赛，如指的是随后一场决赛，是用单数）,to qualifield to play in the fnals,有资格参加决赛,,,,,,,,,,,,,,,,,
final round,决赛；最后一轮比赛,,,,,,,,,,,,,,,,,,,,
final 8,8 强,,,,,,,,,,,,,,,,,,,,
final 16,16 强,,,,,,,,,,,,,,,,,,,,
final 24,24 个出线队,,,,,,,,,,,,,,,,,,,,
final third of the field,后场,Their attacks have been broken down in the final third of field.,他们多次进攻均在后场被打垮。,,,,,,,,,,,,,,,,,,
final touch,临门一脚,（译注：原意是最后的修饰，最后的润色，用于足球比赛时，有时将词义作具体化的引申，意指临门一脚。）,The tournament favourites -- the Netherlands threatened Denmark in the extra time but could not find the final touch.,本届锦标赛夺标呼声很高的荷兰队在加时赛中，虽然给丹麦队造成威胁，但临门一脚时机未掌握好，始终未能破门得分。,,,,,,,,,,,,,,,,,
finesse in football skills,脚法细腻；技术细腻,"They showed the kind of football that people expected of them: technical finesse, quick and precise passing.",他们打出了人们期待他们应打出的足球水平：技术细腻，传球快速准确。,,,,,,,,,,,,,,,,,,
finger-tip save,（守门员）托救球,,,,,,,,,,,,,,,,,,,,
finishing,射门，临门一脚,Finishing was their weakest point.,射门处理不好（水平不高）是他们最大的弱点。,poor finishing,射门差,,,,,,,,,,,,,,,,
finishing abilities,临门技术；射门技能,,,,,,,,,,,,,,,,,,,,
finish off,最后打败；打败；干掉,,,,,,,,,,,,,,,,,,,,
finishing power,临门技术；射门技能,"The forwards must possess the finishing power, the first-touch crash volley, the leaping header or the quick shot out of nowhere.",前锋必须掌握较好的临门技术，直接临空射门，跃起头球射门，从无人注意的地方突然杀出抢点射门等技术。,,,,,,,,,,,,,,,,,,
first division,甲级；甲组,,,,,,,,,,,,,,,,,,,,
first half,上半时；上半场,,,,,,,,,,,,,,,,,,,,
first kick,直接出球,,,,,,,,,,,,,,,,,,,,
first-time pass,直接传球，一脚传球，一次传球,,,,,,,,,,,,,,,,,,,,
first-time shot,直接射门，一脚射门,,,,,,,,,,,,,,,,,,,,
fist the ball,（守门员）用拳击球,,,,,,,,,,,,,,,,,,,,
fitness,身体素质,,,,,,,,,,,,,,,,,,,,
five-a-side football,5 人室内足球,,,,,,,,,,,,,,,,,,,,
fixture list,比赛安排；比赛秩序,,,,,,,,,,,,,,,,,,,,
flair,天资；天赋；天生的才能,（译注：flair 用于足球比赛，根据上下文可译为高招，绝招，绝活，高超的技术等。）,They have a special flair.,他们有一手绝招（有一种特殊的天赋。）,Lack attacking flair,缺乏高超的进攻本领,,,,,,,,,,,,,,,
flank pass,边线传球,,,,,,,,,,,,,,,,,,,,
flick,轻拨,1：作动词：,use the inside edge of foot to flick the ball,用脚内侧轻拨球；用脚弓轻拨球,2. 作名词,a flick pass with the outside edge of the foot,用脚外侧轻拨传球,,,,,,,,,,,,,,
flood-light,用泛光灯照明；泛光灯；泛光照明,1. 作动词：,用泛光灯照明,2. 作名词：,泛光照明,,,,,,,,,,,,,,,,
fluid attack,流畅的进攻；灵活多变的进攻,（译注：fluid 原意是流动的，流体的，易变的，fluid attack 根据上下文可译为流畅的进攻，灵活多变的进攻，无孔不入的进攻。）,There is a need for constant movement without the ball to achieve a mobile and fluid attack.,队员需要经常在无球的情况下运动，以便使进攻灵活多变，流畅，达到无孔不入的效果。,,,,,,,,,,,,,,,,,
flying header,跳起顶球,,,,,,,,,,,,,,,,,,,,
foil,挫败,to foil the opponent's offensive,挫败对方的进攻,We foiled their attempt to launch an offensive / attack.,我们挫败了他们进攻的企图。,,,,,,,,,,,,,,,,
football,足球,（译注：通常指英式足球 Association Football，简称 football，但在美国也称橄榄球为 football 即美式足球 American Football，soccer 专指英式足球。）,,,,,,,,,,,,,,,,,,,
football club,足球俱乐部,,,,,,,,,,,,,,,,,,,,
footballer,足球运动员,,,,,,,,,,,,,,,,,,,,
football fan,足球迷,,,,,,,,,,,,,,,,,,,,
football field,足球场；场地；比赛场地,,,,,,,,,,,,,,,,,,,,
football player,足球运动员,,,,,,,,,,,,,,,,,,,,
footballing ideas,足球意识,The Swedish team was full of footballing ideas (sense).,瑞典队足球意识很强,,,,,,,,,,,,,,,,,,
football team,足球队,,,,,,,,,,,,,,,,,,,,
foot over tackle,抬脚过高的抢截,,,,,,,,,,,,,,,,,,,,
force majeure,不可抗力；不可抗拒的压力（通常指天灾，战争等）,The Organizing Committee will take whatever action necessary in case of force majeure.,万一发生不可抗拒情况时，组委会会应采取一切必要措施。,,,,,,,,,,,,,,,,,,
formation,阵式；阵型,Hungarian formation,匈牙利阵式,to employ 4-2-4 formation,to play 4-2-4 formation,to use 4-2-4 formation,使用 4-2-4 阵式,,,,,,,,,,,,,,
forward,前锋,,,,,,,,,,,,,,,,,,,,
forward line,锋线,,,,,,,,,,,,,,,,,,,,
forward pass,向前传；直传,,,,,,,,,,,,,,,,,,,,
foul,犯规,,,,,,,,,,,,,,,,,,,,
foul tackle from behind,背后抢截犯规,,,,,,,,,,,,,,,,,,,,
four backs system,四后卫制,,,,,,,,,,,,,,,,,,,,
four-on-two,四打二,,,,,,,,,,,,,,,,,,,,
Four steps law for goalkeppers,守门员四步违例,,,,,,,,,,,,,,,,,,,,
free kick,任意球,a direct free-kick / an indirect free-kick,直接任意球 / 间接任意球,,,,,,,,,,,,,,,,,,
freeman,自由人,The majority of teams employed a freeman playing behind the defensive line.,多数队安排（使用）一名队员在防守线后面担当“自由人”角色。,SYSTEM OF PLAY,4-4-2 with a freeman (libero),阵式：,4-4-2 一名自由人,,,,,,,,,,,,,,
friendly football competition,友谊足球比赛,,,,,,,,,,,,,,,,,,,,
friendly football match,友谊足球比赛,,,,,,,,,,,,,,,,,,,,
friendship football invitational tournament,友好足球邀请赛,,,,,,,,,,,,,,,,,,,,
frontal assault,正面进攻,to launch a frontal attack,发动正面进攻,,,,,,,,,,,,,,,,,,
front tackle,正面抢截,,,,,,,,,,,,,,,,,,,,
front third of the field,前场,The Scots were prepared to win the ball back in the front third of the field.,苏格兰队准备在前场把球夺回来。,,,,,,,,,,,,,,,,,,
fullback,后卫,,,,,,,,,,,,,,,,,,,,
full time,全场比赛时间,,,,,,,,,,,,,,,,,,,,
fundamentals,基本功,,,,,,,,,,,,,,,,,,,,
G,球门的缩写；守门员的缩写,1. goals 球门,2. goalkeeper 守门员,,,,,,,,,,,,,,,,,,
gian possession of the ball,得球；占有球；控制球,Player No.8 gained possession of the ball.,8 hao号队员得球（控制球）。,,,,,,,,,,,,,,,,,,
game,比赛,a game between ... and ...,... 对 ... 的一场比赛,,,,,,,,,,,,,,,,,,
gate-crashing,冲门；破门,,,,,,,,,,,,,,,,,,,,
gather the ball,接球,,,,,,,,,,,,,,,,,,,,
get around one's opponent,晃过对方队员,,,,,,,,,,,,,,,,,,,,
give a lacklustre performance,打得毫无生气,,,,,,,,,,,,,,,,,,,,
GK,守门员的缩写,,,,,,,,,,,,,,,,,,,,
goal,球门；进球,A goal!,进球！,,,,,,,,,,,,,,,,,,
goals against,失球数,,,,,,,,,,,,,,,,,,,,
goal area,球门区,,,,,,,,,,,,,,,,,,,,
goal difference,净胜球数,（译注：净胜球是进球数减去负球数，用于获胜场数相等的球队之间决定名次。）,,,,,,,,,,,,,,,,,,,
goal for,进球数,,,,,,,,,,,,,,,,,,,,
goal getter,射门手；射门进球者,,,,,,,,,,,,,,,,,,,,
goal-getting power,射门能力,,,,,,,,,,,,,,,,,,,,
goalie,守门员,,,,,,,,,,,,,,,,,,,,
goalkepper,守门员,,,,,,,,,,,,,,,,,,,,
goal-kick,球门球,to take a goal-kick,踢球门球,,,,,,,,,,,,,,,,,,
goal line,球门线,,,,,,,,,,,,,,,,,,,,
goal net,球网,,,,,,,,,,,,,,,,,,,,
goal post,球门柱,,,,,,,,,,,,,,,,,,,,
goal scorer,进球手,He is the main goal scorer of our team.,他是我们队的主要进球手。,,,,,,,,,,,,,,,,,,
goaltender,守门员,,,,,,,,,,,,,,,,,,,,
graze,擦过,The ball grazed the crossbar.,球擦过球门横木。,,,,,,,,,,,,,,,,,,
grazing shot,低射,to make a grazing shot,低射,,,,,,,,,,,,,,,,,,
ground ball,地面球,,,,,,,,,,,,,,,,,,,,
ground pass,地面传球,,,,,,,,,,,,,,,,,,,,
grouping,分组,,,,,,,,,,,,,,,,,,,,
guest team,客队,The home team beat the guest team 2:1.,主队以 2:1 打败客队。,,,,,,,,,,,,,,,,,,
half,半时,,,,,,,,,,,,,,,,,,,,
halfback,前卫；中前卫；中场队员,,,,,,,,,,,,,,,,,,,,
half time,半时,,,,,,,,,,,,,,,,,,,,
half time interval,半场休息,,,,,,,,,,,,,,,,,,,,
half volley,落地反弹球；反弹球,,,,,,,,,,,,,,,,,,,,
half-volley kick,踢落地反弹球,（译注：指在球刚落地反弹的一瞬间将球踢出。）,,,,,,,,,,,,,,,,,,,
halfway flag,中线旗,,,,,,,,,,,,,,,,,,,,
hand ball,手触球；手球；手球犯规,,,,,,,,,,,,,,,,,,,,
handle the ball with hand,用手或臂触球，带球或击球,"He handles (carries, strikes) the ball with his hand or arm.",他用手或手臂触摸球（带球，击球）。,,,,,,,,,,,,,,,,,,
hanging shot,高吊球射门；挑射,,,,,,,,,,,,,,,,,,,,
hard shot,劲射,,,,,,,,,,,,,,,,,,,,
hat trick,帽子戏法；一人连进 3 球,to hit a hat trick,独中三元,,,,,,,,,,,,,,,,,,
head,头球,to head at goal,顶球射门，头球攻门,to head with a jump,跳起顶球,to head in,顶球入门,to head the ball high,顶出高球,,,,,,,,,,,,
head coach,主教练,,,,,,,,,,,,,,,,,,,,
header,头球,He demonstrates excellent technique as he unleashes a powerful header.,他的头球强劲有力，显示出高超技术。,,,,,,,,,,,,,,,,,,
head for distance,远顶球,,,,,,,,,,,,,,,,,,,,
head home a goal,头球破门；顶球入门,,,,,,,,,,,,,,,,,,,,
head in,头球破门；顶球入门,,,,,,,,,,,,,,,,,,,,
heading,头球；顶球,defensive heading,防御性的顶球,back heading,向后顶球,,,,,,,,,,,,,,,,
heading ability,头球技术；头球能力,,,,,,,,,,,,,,,,,,,,
heading duel,争顶,,,,,,,,,,,,,,,,,,,,
heading with a jump,跳起顶球,,,,,,,,,,,,,,,,,,,,
heel,用脚后跟向后传球,,,,,,,,,,,,,,,,,,,,
heel kick,脚后跟；用脚后跟向后传球,,,,,,,,,,,,,,,,,,,,
high-bouncing ball,高跳球,,,,,,,,,,,,,,,,,,,,
high cross,高空传中；高球传中,to make a high cross,高空传中；高球传中,,,,,,,,,,,,,,,,,,
high kick,高踢；高球,,,,,,,,,,,,,,,,,,,,
highlight,精彩场面,The second half passed without any highlight worthy of mention.,下半场比赛没有什么值得一提的精彩场面。,,,,,,,,,,,,,,,,,,
high lobbing pass,高吊传球；过顶传球,,,,,,,,,,,,,,,,,,,,
high pass,空中传球,to make a high pass,空中传球,,,,,,,,,,,,,,,,,,
high shot,高吊球射门；挑射,,,,,,,,,,,,,,,,,,,,
hold,抓；握；拉；扯,He holds his opponent.,他拉扯对方球员。（犯规动作）,He held my hand (sleeve).,他抓住我的手（袖子）。,,,,,,,,,,,,,,,,
holding,用手或臂拉扯对方（犯规动作）,Stop holding,不许拉人,,,,,,,,,,,,,,,,,,
Home of Football,足球之乡,,,,,,,,,,,,,,,,,,,,
home side,主队,,,,,,,,,,,,,,,,,,,,
home team,主队,,,,,,,,,,,,,,,,,,,,
hook pass,弧线传球,,,,,,,,,,,,,,,,,,,,
hook tackle,钩形脚法抢截,,,,,,,,,,,,,,,,,,,,
host country,东道国,,,,,,,,,,,,,,,,,,,,
Hungarian formation,匈牙利阵式,,,,,,,,,,,,,,,,,,,,
IF,内锋的缩写,inside forward,,,,,,,,,,,,,,,,,,,
IL,左内锋的缩写,inside left,,,,,,,,,,,,,,,,,,,
indirect free kick,间接任意球,,,,,,,,,,,,,,,,,,,,
individual play,个人技术；个人动作；个人踢法,,,,,,,,,,,,,,,,,,,,
individual skill,个人技术,They have very good individual skills.,他们有很好的个人技术。,Their indivisual skill level was as good as any other team.,（译注：如将个人技术作为整体概念来考虑，通常作不可数名词，使用单数。）,这个队的个人技术可与任何一个队相媲美（一样好）。,The individual skills of the palyers were the side's main assets.,（译注：如指多种个人技术，则用复数。）,个人技术高超是指这个队的主要实力所在。,,,,,,,,,,,,
indoor football,室内足球,,,,,,,,,,,,,,,,,,,,
infringement of rules,违反规则,,,,,,,,,,,,,,,,,,,,
in good form,竞技状态好；状态好,,,,,,,,,,,,,,,,,,,,
initiate an attack,发动进攻,,,,,,,,,,,,,,,,,,,,
in peak form,经济状态极好；状态极好,,,,,,,,,,,,,,,,,,,,
inside foot passing,用脚内侧传球；内脚背传球,,,,,,,,,,,,,,,,,,,,
inside forward,内锋,,,,,,,,,,,,,,,,,,,,
inside left,左内锋,,,,,,,,,,,,,,,,,,,,
inside right,右内锋,,,,,,,,,,,,,,,,,,,,
instep kick,用脚背踢球,,,,,,,,,,,,,,,,,,,,
inswinger,内弧球,,,,,,,,,,,,,,,,,,,,
intentional foul,故意犯规,,,,,,,,,,,,,,,,,,,,
intentional tripping,故意绊人,,,,,,,,,,,,,,,,,,,,
intercept,截球；断球,to intercept the ball,截球,,,,,,,,,,,,,,,,,,
intercept a pass,断球,,,,,,,,,,,,,,,,,,,,
intercept with a chest,胸部截球,,,,,,,,,,,,,,,,,,,,
intercept with the thigh,用大腿截球,,,,,,,,,,,,,,,,,,,,
inter-club matches,俱乐部之间的比赛,,,,,,,,,,,,,,,,,,,,
inter-league matches,竞赛联合会之间的比赛,,,,,,,,,,,,,,,,,,,,
international football match A / B,A 类国际比赛 / B 类国际比赛,,,,,,,,,,,,,,,,,,,,
in the air,争顶头球；空中争顶球,The defender was good in the air.,这个防守队员擅长争顶头球。,,,,,,,,,,,,,,,,,,
invite a tackle,诱使对方拦截,,,,,,,,,,,,,,,,,,,,
in top shape,竞技状态极好,,,,,,,,,,,,,,,,,,,,
IR,右内锋的缩写,inside right,,,,,,,,,,,,,,,,,,,
jostling,推；撞,,,,,,,,,,,,,,,,,,,,
juggling,耍球,juggling the ball with the forehead / the thigh / the foot,用前额 / 大腿 / 脚 耍球,,,,,,,,,,,,,,,,,,
jump at the opponent,跳起冲撞对手（犯规动作）,,,,,,,,,,,,,,,,,,,,